Material;DataHora;Estoque;Custo_Unitario;Custo_Total
Álcool 70%;2024-08-04 21:00:00;479;2,01;962,79
Soro Fisiológico;2024-09-06 21:00:00;149;3;447
Algodão;2024-11-03 12:00:00;139;0,25;34,75
Soro Fisiológico;2024-05-10 21:00:00;427;2,98;1272,46
Máscaras N95;2024-05-13 06:00:00;308;4,42;1361,36
Álcool 70%;2024-11-13 15:00:00;575;1,97;1132,75
Soro Fisiológico;2024-01-29 18:00:00;70;3,04;212,8
Soro Fisiológico;2024-11-26 09:00:00;420;3;1260
Máscaras N95;2024-02-10 18:00:00;282;4,73;1333,86
Dipirona;2024-11-26 06:00:00;443;1,29;571,47
Seringas;2024-10-03 09:00:00;451;0,5;225,5
Luvas Cirúrgicas;2024-04-27 21:00:00;173;0,76;131,48
Dipirona;2024-03-06 21:00:00;510;1,29;657,9
Seringas;2024-01-29 15:00:00;744;0,5;372
Máscaras N95;2024-05-11 03:00:00;283;4,77;1349,91
Dipirona;2024-12-26 18:00:00;511;1,29;659,19
Paracetamol;2024-08-13 15:00:00;506;1,5;759
Álcool 70%;2024-03-25 09:00:00;297;1,97;585,09
Gaze Estéril;2024-08-23 12:00:00;310;0,4;124
Luvas Cirúrgicas;2024-10-01 03:00:00;28;0,89;24,92
Luvas Cirúrgicas;2024-05-17 09:00:00;532;0,91;484,12
Gaze Estéril;2024-08-27 15:00:00;301;0,4;120,4
Paracetamol;2024-10-16 12:00:00;511;1,52;776,72
Adrenalina;2024-08-20 03:00:00;255;4,93;1257,15
Máscaras N95;2024-04-21 03:00:00;284;3,91;1110,44
Luvas Cirúrgicas;2024-12-01 09:00:00;69;0,78;53,82
Algodão;2024-02-25 03:00:00;368;0,25;92
Máscaras N95;2024-02-23 15:00:00;306;5,02;1536,12
Gaze Estéril;2024-05-09 09:00:00;292;0,39;113,88
Álcool 70%;2024-02-25 15:00:00;503;2,03;1021,09
Álcool 70%;2024-10-18 09:00:00;268;1,97;527,96
Máscaras N95;2024-01-18 12:00:00;294;4,38;1287,72
Paracetamol;2024-09-17 12:00:00;501;1,52;761,52
Seringas;2024-02-08 06:00:00;114;0,52;59,28
Dipirona;2024-02-20 03:00:00;527;1,33;700,91
Álcool 70%;2024-03-18 21:00:00;474;2,01;952,74
Luvas Cirúrgicas;2024-01-13 15:00:00;212;0,76;161,12
Álcool 70%;2024-04-30 06:00:00;97;1,98;192,06
Gaze Estéril;2024-11-27 21:00:00;307;0,39;119,73
Gaze Estéril;2024-03-17 15:00:00;317;0,4;126,8
Paracetamol;2024-12-25 06:00:00;482;1,53;737,46
Adrenalina;2024-03-04 06:00:00;291;4,96;1443,36
Luvas Cirúrgicas;2024-04-03 18:00:00;322;0,75;241,5
Máscaras N95;2024-01-19 06:00:00;291;4,17;1213,47
Dipirona;2024-04-06 21:00:00;519;1,28;664,32
Algodão;2024-05-16 18:00:00;591;0,25;147,75
Soro Fisiológico;2024-02-17 15:00:00;251;3,05;765,55
Gaze Estéril;2024-07-11 12:00:00;288;0,39;112,32
Álcool 70%;2024-04-12 12:00:00;514;1,96;1007,44
Algodão;2024-03-22 06:00:00;186;0,25;46,5
Algodão;2024-08-15 09:00:00;448;0,25;112
Algodão;2024-07-09 09:00:00;498;0,25;124,5
Gaze Estéril;2024-12-08 18:00:00;320;0,39;124,8
Dipirona;2024-06-25 09:00:00;466;1,28;596,48
Luvas Cirúrgicas;2024-04-07 09:00:00;205;0,82;168,1
Algodão;2024-04-09 09:00:00;484;0,25;121
Dipirona;2024-09-03 12:00:00;509;1,3;661,7
Seringas;2024-10-18 06:00:00;454;0,5;227
Gaze Estéril;2024-02-11 18:00:00;293;0,4;117,2
Algodão;2024-01-29 09:00:00;456;0,25;114
Algodão;2024-09-07 00:00:00;418;0,25;104,5
Álcool 70%;2024-04-11 03:00:00;377;1,96;738,92
Dipirona;2024-05-17 12:00:00;502;1,3;652,6
Adrenalina;2024-08-22 12:00:00;412;4,97;2047,64
Adrenalina;2024-03-11 18:00:00;249;4,91;1222,59
Gaze Estéril;2024-01-28 00:00:00;305;0,4;122
Adrenalina;2024-01-16 18:00:00;133;4,95;658,35
Seringas;2024-03-28 12:00:00;315;0,51;160,65
Máscaras N95;2024-09-08 12:00:00;288;5,03;1448,64
Adrenalina;2024-05-12 12:00:00;164;5,1;836,4
Adrenalina;2024-12-02 00:00:00;352;5,03;1770,56
Soro Fisiológico;2024-01-14 21:00:00;208;2,94;611,52
Adrenalina;2024-01-03 09:00:00;322;5,08;1635,76
Máscaras N95;2024-11-17 09:00:00;292;4,01;1170,92
Álcool 70%;2024-12-21 18:00:00;395;1,98;782,1
Adrenalina;2024-05-31 18:00:00;294;5,05;1484,7
Adrenalina;2024-07-15 21:00:00;461;4,95;2281,95
Algodão;2024-05-29 12:00:00;516;0,25;129
Luvas Cirúrgicas;2024-02-14 00:00:00;188;0,84;157,92
Seringas;2024-06-13 03:00:00;1057;0,47;496,79
Adrenalina;2024-10-22 21:00:00;270;5,04;1360,8
Gaze Estéril;2024-12-16 03:00:00;309;0,4;123,6
Adrenalina;2024-04-29 18:00:00;494;5,02;2479,88
Álcool 70%;2024-08-14 18:00:00;361;2,01;725,61
Paracetamol;2024-05-27 09:00:00;507;1,48;750,36
Dipirona;2024-12-19 06:00:00;527;1,31;690,37
Luvas Cirúrgicas;2024-10-17 06:00:00;296;0,7;207,2
Álcool 70%;2024-08-21 21:00:00;368;1,98;728,64
Luvas Cirúrgicas;2024-05-17 18:00:00;330;0,79;260,7
Algodão;2024-11-13 06:00:00;156;0,25;39
Adrenalina;2024-06-16 18:00:00;393;4,96;1949,28
Álcool 70%;2024-04-13 00:00:00;406;2,04;828,24
Luvas Cirúrgicas;2024-12-01 21:00:00;167;0,77;128,59
Soro Fisiológico;2024-04-16 09:00:00;403;3,05;1229,15
Adrenalina;2024-03-27 09:00:00;305;4,97;1515,85
Dipirona;2024-07-09 21:00:00;489;1,28;625,92
Gaze Estéril;2024-09-10 03:00:00;325;0,41;133,25
Algodão;2024-12-06 09:00:00;356;0,25;89
Luvas Cirúrgicas;2024-03-19 12:00:00;447;0,69;308,43
Algodão;2024-03-24 18:00:00;207;0,25;51,75
Algodão;2024-01-09 12:00:00;216;0,25;54
Álcool 70%;2024-01-02 00:00:00;550;2,03;1116,5
Adrenalina;2024-01-23 09:00:00;159;5,06;804,54
Adrenalina;2024-06-29 15:00:00;238;4,92;1170,96
Soro Fisiológico;2024-11-06 06:00:00;275;2,98;819,5
Paracetamol;2024-05-20 03:00:00;485;1,52;737,2
Seringas;2024-09-23 21:00:00;250;0,44;110
Máscaras N95;2024-03-18 09:00:00;301;4,89;1471,89
Álcool 70%;2024-12-28 06:00:00;150;2,01;301,5
Paracetamol;2024-04-29 21:00:00;482;1,47;708,54
Paracetamol;2024-10-22 06:00:00;510;1,52;775,2
Adrenalina;2024-04-18 18:00:00;302;5,04;1522,08
Seringas;2024-09-08 03:00:00;842;0,47;395,74
Algodão;2024-10-13 03:00:00;549;0,25;137,25
Máscaras N95;2024-07-23 06:00:00;293;4,79;1403,47
Gaze Estéril;2024-05-20 18:00:00;336;0,39;131,04
Algodão;2024-06-14 03:00:00;505;0,25;126,25
Dipirona;2024-06-26 21:00:00;488;1,32;644,16
Dipirona;2024-06-09 03:00:00;493;1,28;631,04
Dipirona;2024-12-22 12:00:00;483;1,3;627,9
Álcool 70%;2024-08-07 03:00:00;392;1,97;772,24
Algodão;2024-03-27 03:00:00;302;0,25;75,5
Máscaras N95;2024-05-20 12:00:00;296;4,5;1332
Álcool 70%;2024-10-08 00:00:00;473;2;946
Algodão;2024-06-06 06:00:00;469;0,25;117,25
Soro Fisiológico;2024-05-31 15:00:00;212;3,01;638,12
Gaze Estéril;2024-03-06 15:00:00;291;0,4;116,4
Máscaras N95;2024-10-29 00:00:00;278;4,75;1320,5
Seringas;2024-10-23 12:00:00;204;0,56;114,24
Algodão;2024-04-06 18:00:00;302;0,25;75,5
Álcool 70%;2024-01-05 21:00:00;134;2,02;270,68
Gaze Estéril;2024-06-26 12:00:00;268;0,4;107,2
Dipirona;2024-10-13 12:00:00;438;1,28;560,64
Soro Fisiológico;2024-02-11 00:00:00;342;2,95;1008,9
Dipirona;2024-11-02 03:00:00;492;1,31;644,52
Adrenalina;2024-06-04 18:00:00;310;4,93;1528,3
Luvas Cirúrgicas;2024-05-19 03:00:00;262;0,78;204,36
Dipirona;2024-04-06 03:00:00;505;1,28;646,4
Algodão;2024-02-16 12:00:00;263;0,25;65,75
Gaze Estéril;2024-07-29 21:00:00;296;0,4;118,4
Paracetamol;2024-05-25 09:00:00;487;1,5;730,5
Paracetamol;2024-05-26 21:00:00;514;1,51;776,14
Adrenalina;2024-12-22 00:00:00;319;4,93;1572,67
Soro Fisiológico;2024-07-12 15:00:00;358;2,98;1066,84
Gaze Estéril;2024-10-21 18:00:00;289;0,4;115,6
Luvas Cirúrgicas;2024-08-23 06:00:00;351;0,81;284,31
Álcool 70%;2024-12-07 15:00:00;478;2;956
Luvas Cirúrgicas;2024-06-08 15:00:00;262;0,68;178,16
Luvas Cirúrgicas;2024-10-24 09:00:00;90;0,74;66,6
Soro Fisiológico;2024-02-27 00:00:00;146;3;438
Máscaras N95;2024-06-30 12:00:00;334;3,86;1289,24
Paracetamol;2024-10-11 15:00:00;479;1,5;718,5
Dipirona;2024-02-02 15:00:00;479;1,29;617,91
Soro Fisiológico;2024-03-05 09:00:00;246;3,03;745,38
Álcool 70%;2024-11-15 21:00:00;61;1,98;120,78
Álcool 70%;2024-04-01 21:00:00;510;1,96;999,6
Algodão;2024-07-29 21:00:00;185;0,25;46,25
Algodão;2024-04-10 15:00:00;92;0,25;23
Adrenalina;2024-03-12 00:00:00;319;5,04;1607,76
Gaze Estéril;2024-05-26 12:00:00;305;0,4;122
Seringas;2024-05-11 18:00:00;219;0,55;120,45
Álcool 70%;2024-03-06 12:00:00;421;1,99;837,79
Seringas;2024-12-06 09:00:00;516;0,5;258
Álcool 70%;2024-09-30 06:00:00;315;2,02;636,3
Seringas;2024-01-08 21:00:00;176;0,54;95,04
Paracetamol;2024-01-19 09:00:00;515;1,5;772,5
Dipirona;2024-12-18 06:00:00;492;1,31;644,52
Algodão;2024-03-24 21:00:00;363;0,25;90,75
Seringas;2024-11-28 09:00:00;214;0,53;113,42
Algodão;2024-03-11 06:00:00;172;0,25;43
Álcool 70%;2024-03-14 12:00:00;489;1,96;958,44
Adrenalina;2024-10-15 12:00:00;309;5,09;1572,81
Álcool 70%;2024-02-04 12:00:00;287;2,02;579,74
Álcool 70%;2024-05-14 12:00:00;94;1,97;185,18
Paracetamol;2024-01-06 09:00:00;493;1,5;739,5
Dipirona;2024-08-28 06:00:00;465;1,33;618,45
Algodão;2024-10-15 03:00:00;244;0,25;61
Algodão;2024-11-03 03:00:00;542;0,25;135,5
Adrenalina;2024-07-24 12:00:00;508;5,05;2565,4
Dipirona;2024-12-28 00:00:00;477;1,31;624,87
Álcool 70%;2024-09-12 18:00:00;319;2,02;644,38
Luvas Cirúrgicas;2024-01-29 18:00:00;460;0,76;349,6
Máscaras N95;2024-10-06 18:00:00;323;3,9;1259,7
Soro Fisiológico;2024-10-29 03:00:00;203;3;609
Soro Fisiológico;2024-01-17 06:00:00;340;3,02;1026,8
Gaze Estéril;2024-05-19 18:00:00;317;0,4;126,8
Luvas Cirúrgicas;2024-10-13 06:00:00;171;0,71;121,41
Máscaras N95;2024-01-15 12:00:00;290;4,7;1363
Gaze Estéril;2024-07-05 03:00:00;291;0,4;116,4
Máscaras N95;2024-08-19 18:00:00;321;4,44;1425,24
Álcool 70%;2024-06-18 12:00:00;89;1,98;176,22
Seringas;2024-06-10 09:00:00;139;0,56;77,84
Adrenalina;2024-12-07 15:00:00;294;5,08;1493,52
Seringas;2024-12-07 12:00:00;220;0,57;125,4
Algodão;2024-08-01 12:00:00;208;0,25;52
Seringas;2024-02-28 09:00:00;27;0,57;15,39
Gaze Estéril;2024-08-22 12:00:00;274;0,4;109,6
Dipirona;2024-02-18 12:00:00;457;1,28;584,96
Soro Fisiológico;2024-05-01 18:00:00;348;2,95;1026,6
Álcool 70%;2024-09-13 12:00:00;208;1,98;411,84
Soro Fisiológico;2024-03-05 00:00:00;479;2,95;1413,05
Dipirona;2024-07-20 12:00:00;495;1,29;638,55
Máscaras N95;2024-02-28 12:00:00;302;4,03;1217,06
Máscaras N95;2024-12-23 18:00:00;281;4,23;1188,63
Soro Fisiológico;2024-03-09 18:00:00;230;3,02;694,6
Luvas Cirúrgicas;2024-03-13 06:00:00;191;0,9;171,9
Algodão;2024-07-08 15:00:00;439;0,25;109,75
Seringas;2024-11-02 00:00:00;167;0,48;80,16
Luvas Cirúrgicas;2024-04-12 09:00:00;128;0,82;104,96
Dipirona;2024-03-25 03:00:00;498;1,28;637,44
Luvas Cirúrgicas;2024-05-08 00:00:00;126;0,72;90,72
Algodão;2024-07-26 09:00:00;360;0,25;90
Adrenalina;2024-09-03 12:00:00;296;5;1480
Paracetamol;2024-12-02 18:00:00;498;1,53;761,94
Paracetamol;2024-05-04 12:00:00;477;1,53;729,81
Dipirona;2024-02-05 06:00:00;498;1,32;657,36
Dipirona;2024-09-02 18:00:00;502;1,29;647,58
Luvas Cirúrgicas;2024-03-23 12:00:00;363;0,74;268,62
Algodão;2024-09-08 09:00:00;573;0,25;143,25
Dipirona;2024-11-09 15:00:00;508;1,3;660,4
Gaze Estéril;2024-10-05 09:00:00;305;0,4;122
Luvas Cirúrgicas;2024-05-10 21:00:00;94;0,78;73,32
Algodão;2024-05-11 06:00:00;119;0,25;29,75
Luvas Cirúrgicas;2024-12-06 00:00:00;518;0,77;398,86
Gaze Estéril;2024-02-11 21:00:00;291;0,4;116,4
Gaze Estéril;2024-11-23 00:00:00;299;0,4;119,6
Gaze Estéril;2024-03-28 03:00:00;291;0,4;116,4
Gaze Estéril;2024-12-31 21:00:00;282;0,41;115,62
Álcool 70%;2024-05-24 09:00:00;170;2,03;345,1
Soro Fisiológico;2024-04-22 12:00:00;268;2,98;798,64
Luvas Cirúrgicas;2024-01-13 12:00:00;324;0,86;278,64
Seringas;2024-04-08 12:00:00;217;0,48;104,16
Adrenalina;2024-10-23 21:00:00;352;5,09;1791,68
Álcool 70%;2024-05-31 18:00:00;444;1,99;883,56
Seringas;2024-11-26 21:00:00;437;0,57;249,09
Paracetamol;2024-07-04 06:00:00;530;1,51;800,3
Paracetamol;2024-11-01 15:00:00;491;1,52;746,32
Máscaras N95;2024-08-10 15:00:00;279;4,34;1210,86
Seringas;2024-08-08 03:00:00;159;0,49;77,91
Álcool 70%;2024-11-07 03:00:00;508;2,03;1031,24
Álcool 70%;2024-08-06 21:00:00;294;2,03;596,82
Máscaras N95;2024-04-25 00:00:00;295;3,92;1156,4
Dipirona;2024-01-22 18:00:00;486;1,29;626,94
Luvas Cirúrgicas;2024-05-03 21:00:00;184;0,84;154,56
Álcool 70%;2024-03-07 18:00:00;141;2;282
Álcool 70%;2024-10-19 21:00:00;472;1,98;934,56
Paracetamol;2024-04-22 00:00:00;528;1,5;792
Soro Fisiológico;2024-07-31 09:00:00;317;2,96;938,32
Algodão;2024-09-08 03:00:00;137;0,25;34,25
Luvas Cirúrgicas;2024-05-27 06:00:00;137;0,89;121,93
Algodão;2024-06-22 03:00:00;178;0,25;44,5
Gaze Estéril;2024-05-08 09:00:00;300;0,4;120
Adrenalina;2024-02-28 15:00:00;355;5;1775
Soro Fisiológico;2024-07-24 00:00:00;399;3,01;1200,99
Gaze Estéril;2024-11-14 03:00:00;303;0,4;121,2
Seringas;2024-09-23 15:00:00;509;0,47;239,23
Algodão;2024-08-03 21:00:00;363;0,25;90,75
Luvas Cirúrgicas;2024-05-15 12:00:00;144;0,9;129,6
Álcool 70%;2024-04-18 15:00:00;536;1,99;1066,64
Algodão;2024-08-18 12:00:00;76;0,25;19
Luvas Cirúrgicas;2024-05-22 00:00:00;360;0,9;324
Luvas Cirúrgicas;2024-06-30 06:00:00;206;0,74;152,44
Algodão;2024-04-24 03:00:00;272;0,25;68
Soro Fisiológico;2024-07-18 06:00:00;273;2,95;805,35
Seringas;2024-02-04 03:00:00;183;0,44;80,52
Paracetamol;2024-08-15 06:00:00;510;1,48;754,8
Gaze Estéril;2024-05-05 06:00:00;318;0,4;127,2
Dipirona;2024-03-03 06:00:00;488;1,32;644,16
Seringas;2024-02-08 00:00:00;172;0,48;82,56
Álcool 70%;2024-03-14 00:00:00;305;1,99;606,95
Soro Fisiológico;2024-02-20 12:00:00;359;2,96;1062,64
Gaze Estéril;2024-06-23 06:00:00;302;0,4;120,8
Álcool 70%;2024-03-29 03:00:00;168;1,99;334,32
Dipirona;2024-06-14 18:00:00;507;1,32;669,24
Dipirona;2024-04-28 06:00:00;494;1,3;642,2
Álcool 70%;2024-05-12 18:00:00;396;2,01;795,96
Adrenalina;2024-08-02 03:00:00;306;5,1;1560,6
Seringas;2024-03-10 21:00:00;323;0,5;161,5
Dipirona;2024-10-08 21:00:00;509;1,31;666,79
Adrenalina;2024-04-28 09:00:00;102;5,05;515,1
Máscaras N95;2024-12-04 21:00:00;297;4,46;1324,62
Gaze Estéril;2024-11-01 12:00:00;298;0,4;119,2
Soro Fisiológico;2024-07-24 12:00:00;407;2,96;1204,72
Máscaras N95;2024-08-09 09:00:00;297;4,47;1327,59
Algodão;2024-09-27 00:00:00;184;0,25;46
Luvas Cirúrgicas;2024-02-11 06:00:00;763;0,75;572,25
Seringas;2024-11-24 15:00:00;660;0,45;297
Soro Fisiológico;2024-02-21 06:00:00;358;3,06;1095,48
Seringas;2024-10-15 15:00:00;100;0,56;56
Álcool 70%;2024-08-22 18:00:00;522;1,96;1023,12
Seringas;2024-07-25 03:00:00;188;0,53;99,64
Soro Fisiológico;2024-11-08 06:00:00;240;2,97;712,8
Máscaras N95;2024-02-28 09:00:00;287;4,89;1403,43
Seringas;2024-02-29 21:00:00;;0,47;182,36
Algodão;2024-11-28 18:00:00;95;0,25;23,75
Paracetamol;2024-03-08 06:00:00;485;1,52;737,2
Seringas;2024-10-11 06:00:00;268;0,56;150,08
Soro Fisiológico;2024-11-08 18:00:00;328;3,03;993,84
Adrenalina;2024-10-01 18:00:00;327;5,08;1661,16
Gaze Estéril;2024-04-09 09:00:00;284;0,41;116,44
Luvas Cirúrgicas;2024-05-19 18:00:00;355;0,7;248,5
Soro Fisiológico;2024-03-27 03:00:00;212;3,04;644,48
Luvas Cirúrgicas;2024-02-19 18:00:00;480;0,9;432
Seringas;2024-12-29 03:00:00;658;0,47;309,26
Adrenalina;2024-10-10 12:00:00;344;5,02;1726,88
Algodão;2024-04-20 15:00:00;420;0,25;105
Gaze Estéril;2024-05-20 06:00:00;295;0,4;118
Paracetamol;2024-06-14 09:00:00;0;1,48;0
Máscaras N95;2024-02-12 06:00:00;293;4,25;1245,25
Paracetamol;2024-12-26 15:00:00;491;1,49;731,59
Soro Fisiológico;2024-12-19 09:00:00;289;3,05;881,45
Luvas Cirúrgicas;2024-12-11 12:00:00;650;0,71;461,5
Seringas;2024-02-04 21:00:00;154;0,51;78,54
Adrenalina;2024-09-27 12:00:00;227;5,09;1155,43
Algodão;2024-07-03 06:00:00;98;0,25;24,5
Dipirona;2024-10-27 12:00:00;488;1,28;624,64
Algodão;2024-12-23 21:00:00;509;0,25;127,25
Gaze Estéril;2024-01-10 21:00:00;293;0,4;117,2
Dipirona;2024-10-07 12:00:00;485;1,28;620,8
Algodão;2024-04-18 12:00:00;157;0,25;39,25
Seringas;2024-01-15 12:00:00;110;0,51;56,1
Máscaras N95;2024-02-03 18:00:00;325;4,81;1563,25
Soro Fisiológico;2024-03-21 09:00:00;269;2,99;804,31
Algodão;2024-05-20 03:00:00;214;0,25;53,5
Luvas Cirúrgicas;2024-09-11 00:00:00;123;0,82;100,86
Adrenalina;2024-11-16 00:00:00;115;5,08;584,2
Luvas Cirúrgicas;2024-01-06 18:00:00;245;0,68;166,6
Soro Fisiológico;2024-01-22 18:00:00;389;2,97;1155,33
Máscaras N95;2024-01-23 00:00:00;308;4,55;1401,4
Paracetamol;2024-03-03 21:00:00;486;1,49;724,14
Luvas Cirúrgicas;2024-02-12 18:00:00;80;0,9;72
Máscaras N95;2024-05-20 00:00:00;296;4,66;1379,36
Gaze Estéril;2024-03-15 21:00:00;300;0,41;123
Gaze Estéril;2024-09-01 21:00:00;309;0,39;120,51
Dipirona;2024-06-26 00:00:00;495;1,29;638,55
Máscaras N95;2024-08-19 15:00:00;323;5,17;1669,91
Algodão;2024-02-29 09:00:00;444;0,25;111
Adrenalina;2024-05-13 00:00:00;181;5,01;906,81
Adrenalina;2024-05-06 12:00:00;133;5,02;667,66
Algodão;2024-11-18 00:00:00;521;0,25;130,25
Adrenalina;2024-09-01 03:00:00;252;5,04;1270,08
Algodão;2024-04-22 12:00:00;212;0,25;53
Luvas Cirúrgicas;2024-05-13 00:00:00;554;0,81;448,74
Algodão;2024-09-11 18:00:00;260;0,25;65
Soro Fisiológico;2024-03-09 03:00:00;326;3,06;997,56
Gaze Estéril;2024-01-29 09:00:00;288;0,4;115,2
Soro Fisiológico;2024-08-30 21:00:00;113;2,95;333,35
Soro Fisiológico;2024-01-25 12:00:00;433;3,05;1320,65
Máscaras N95;2024-11-09 00:00:00;301;4,49;1351,49
Soro Fisiológico;2024-07-11 12:00:00;63;2,99;188,37
Máscaras N95;2024-06-23 18:00:00;308;4,47;1376,76
Seringas;2024-10-21 03:00:00;469;0,46;215,74
Álcool 70%;2024-09-06 06:00:00;525;2,04;1071
Algodão;2024-05-30 06:00:00;506;0,25;126,5
Luvas Cirúrgicas;2024-09-13 18:00:00;934;0,77;719,18
Luvas Cirúrgicas;2024-05-09 09:00:00;379;0,84;318,36
Álcool 70%;2024-10-28 09:00:00;328;1,99;652,72
Álcool 70%;2024-10-09 21:00:00;599;2,01;1203,99
Dipirona;2024-09-28 06:00:00;490;1,28;627,2
Dipirona;2024-09-18 06:00:00;512;1,28;655,36
Gaze Estéril;2024-06-20 21:00:00;312;0,4;124,8
Algodão;2024-09-16 18:00:00;363;0,25;90,75
Seringas;2024-04-04 00:00:00;152;0,54;82,08
Seringas;2024-04-17 09:00:00;181;0,43;77,83
Máscaras N95;2024-09-16 12:00:00;300;4,75;1425
Seringas;2024-01-30 18:00:00;368;0,55;202,4
Seringas;2024-10-14 18:00:00;149;0,52;77,48
Soro Fisiológico;2024-03-16 21:00:00;466;2,99;1393,34
Algodão;2024-08-15 21:00:00;114;0,25;28,5
Máscaras N95;2024-03-05 12:00:00;305;4,11;1253,55
Máscaras N95;2024-11-25 06:00:00;305;5,07;1546,35
Álcool 70%;2024-06-24 09:00:00;581;2,04;1185,24
Luvas Cirúrgicas;2024-08-20 12:00:00;466;0,74;344,84
Soro Fisiológico;2024-07-13 15:00:00;353;2,97;1048,41
Adrenalina;2024-11-06 03:00:00;368;5,04;1854,72
Luvas Cirúrgicas;2024-11-02 03:00:00;1205;0,74;891,7
Álcool 70%;2024-08-22 12:00:00;87;1,99;173,13
Adrenalina;2024-08-12 06:00:00;311;4,9;1523,9
Soro Fisiológico;2024-06-01 12:00:00;235;2,96;695,6
Luvas Cirúrgicas;2024-02-18 09:00:00;5;0,72;3,6
Algodão;2024-10-02 09:00:00;434;0,25;108,5
Álcool 70%;2024-10-22 03:00:00;556;2;1112
Paracetamol;2024-07-20 12:00:00;520;1,47;764,4
Seringas;2024-12-16 15:00:00;365;0,57;208,05
Álcool 70%;2024-10-25 18:00:00;364;1,97;717,08
Algodão;2024-06-22 12:00:00;63;0,25;15,75
Máscaras N95;2024-09-29 03:00:00;321;4,31;1383,51
Adrenalina;2024-08-22 00:00:00;149;4,93;734,57
Paracetamol;2024-07-10 06:00:00;515;1,5;772,5
Dipirona;2024-07-17 21:00:00;482;1,29;621,78
Gaze Estéril;2024-08-10 21:00:00;304;0,4;121,6
Máscaras N95;2024-05-15 09:00:00;278;4,4;1223,2
Dipirona;2024-09-20 18:00:00;532;1,31;696,92
Álcool 70%;2024-07-05 00:00:00;199;2,04;405,96
Gaze Estéril;2024-06-14 09:00:00;287;0,4;114,8
Seringas;2024-12-16 00:00:00;168;0,52;87,36
Máscaras N95;2024-12-14 15:00:00;303;4,11;1245,33
Dipirona;2024-08-14 06:00:00;491;1,32;648,12
Dipirona;2024-02-09 06:00:00;477;1,28;610,56
Máscaras N95;2024-04-20 21:00:00;309;4,88;1507,92
Gaze Estéril;2024-04-16 06:00:00;318;0,39;124,02
Álcool 70%;2024-05-25 06:00:00;152;2,02;307,04
Soro Fisiológico;2024-01-05 09:00:00;318;2,95;938,1
Paracetamol;2024-09-02 06:00:00;491;1,53;751,23
Paracetamol;2024-06-17 06:00:00;505;1,52;767,6
Soro Fisiológico;2024-08-30 21:00:00;;2,95;333,35
Dipirona;2024-06-29 12:00:00;502;1,3;652,6
Álcool 70%;2024-05-13 21:00:00;313;1,99;622,87
Soro Fisiológico;2024-04-29 09:00:00;309;2,94;908,46
Álcool 70%;2024-06-26 15:00:00;58;2,03;117,74
Gaze Estéril;2024-03-22 18:00:00;311;0,41;127,51
Máscaras N95;2024-09-02 12:00:00;329;5,12;1684,48
Álcool 70%;2024-12-03 15:00:00;262;1,98;518,76
Adrenalina;2024-07-12 15:00:00;160;4,93;788,8
Máscaras N95;2024-11-13 12:00:00;300;4,31;1293
Seringas;2024-12-11 15:00:00;345;0,55;189,75
Dipirona;2024-06-25 15:00:00;468;1,32;617,76
Adrenalina;2024-02-14 18:00:00;262;5,07;1328,34
Dipirona;2024-04-16 12:00:00;467;1,29;602,43
Dipirona;2024-05-07 15:00:00;546;1,32;720,72
Dipirona;2024-07-05 15:00:00;509;1,32;671,88
Dipirona;2024-09-03 18:00:00;482;1,3;626,6
Máscaras N95;2024-11-11 12:00:00;328;4,32;1416,96
Luvas Cirúrgicas;2024-07-03 18:00:00;280;0,7;196
Seringas;2024-03-12 09:00:00;56;0,57;31,92
Álcool 70%;2024-04-29 03:00:00;172;2,02;347,44
Paracetamol;2024-05-12 00:00:00;484;1,47;711,48
Adrenalina;2024-10-01 03:00:00;381;4,92;1874,52
Adrenalina;2024-11-02 18:00:00;351;5,1;1790,1
Dipirona;2024-10-03 09:00:00;471;1,28;602,88
Soro Fisiológico;2024-10-06 15:00:00;224;2,96;663,04
Algodão;2024-03-16 15:00:00;485;0,25;121,25
Paracetamol;2024-05-27 21:00:00;500;1,51;755
Soro Fisiológico;2024-08-20 18:00:00;99;2,95;292,05
Dipirona;2024-09-19 06:00:00;499;1,32;658,68
Adrenalina;2024-09-30 06:00:00;366;4,99;1826,34
Dipirona;2024-12-08 03:00:00;531;1,3;690,3
Algodão;2024-07-14 21:00:00;416;0,25;104
Adrenalina;2024-08-25 15:00:00;237;5,02;1189,74
Máscaras N95;2024-02-04 21:00:00;316;3,98;1257,68
Luvas Cirúrgicas;2024-06-22 18:00:00;18;0,9;16,2
Luvas Cirúrgicas;2024-02-20 21:00:00;223;0,9;200,7
Adrenalina;2024-04-20 15:00:00;214;5,03;1076,42
Gaze Estéril;2024-01-02 18:00:00;303;0,39;118,17
Paracetamol;2024-06-17 09:00:00;494;1,49;736,06
Seringas;2024-04-29 03:00:00;364;0,46;167,44
Adrenalina;2024-08-05 06:00:00;260;5,05;1313
Gaze Estéril;2024-12-06 21:00:00;297;0,4;118,8
Luvas Cirúrgicas;2024-12-18 06:00:00;51;0,82;41,82
Luvas Cirúrgicas;2024-02-29 15:00:00;340;0,92;312,8
Paracetamol;2024-08-17 06:00:00;492;1,49;733,08
Algodão;2024-03-02 03:00:00;561;0,25;140,25
Luvas Cirúrgicas;2024-09-12 12:00:00;333;0,88;293,04
Paracetamol;2024-02-02 21:00:00;460;1,52;699,2
